Employee_ID,Date,Print_Count,Print_Volume_MB,Odd_Hours_Print_Count,Odd_Hours_Print_Volume_MB,Total_Presence_Hours,Odd_Hours_Entry,Foreign_Travel_Count,Travel_To_Hostile_Countries_Count,Country_Of_Origin,Country_Risk_Score,Foreign_Citizenship,Criminal_Record,Medical_Issues,Security_Violations,Disciplinary_Actions,Suspicious_Flag
4,2023-04-01,1.4,2.8,0.4,0.8,9.0,Yes,1,0,Japan,2,Yes,No,No,No,No,0
15,2023-04-01,0.3,0.6,0.3,0.6,9.0,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
31,2023-04-01,2.8,5.6,0.0,0.0,8.3,No,0,0,Italy,2,Yes,No,No,No,No,0
53,2023-04-01,0.2,0.4,0.4,0.8,8.5,Yes,0,0,Israel,1,No,No,No,No,No,0
67,2023-04-01,0.5,1.0,0.2,0.4,9.0,Yes,1,0,Spain,2,Yes,No,No,No,No,0
68,2023-04-01,1.5,3.0,0.4,0.8,9.0,Yes,1,0,Israel,1,No,No,No,No,No,0
83,2023-04-01,1.4,2.8,0.1,0.2,8.5,Yes,0,0,Spain,2,Yes,No,No,No,No,0
85,2023-04-01,2.5,5.0,0.5,1.0,8.2,Yes,0,0,UK,2,Yes,No,No,No,No,0
92,2023-04-01,0.3,0.6,0.2,0.4,8.7,Yes,1,0,Spain,2,Yes,No,Yes,No,No,0
92,2023-04-01,1.4,2.8,0.2,0.4,8.8,Yes,1,0,France,2,Yes,No,No,No,No,0
97,2023-04-01,0.1,0.2,0.3,0.6,8.1,Yes,1,0,Germany,2,Yes,No,No,No,No,0
122,2023-04-01,4.7,9.4,0.9,1.8,8.8,Yes,1,0,Russia,8,Yes,No,No,Yes,No,1
167,2023-04-01,2.9,5.8,0.2,0.4,8.3,Yes,1,0,UK,2,Yes,No,No,No,No,0
169,2023-04-01,0.6,1.2,0.1,0.2,8.7,Yes,1,0,UK,2,Yes,No,No,No,No,0
184,2023-04-01,0.4,0.8,0.5,1.0,8.3,Yes,1,0,Spain,2,Yes,No,Yes,No,No,0
185,2023-04-01,5.8,11.6,2.0,4.0,10.0,Yes,1,0,China,6,Yes,No,No,No,Yes,1
1,2023-04-02,0.5,1.0,0.1,0.2,8.2,Yes,0,0,Japan,2,Yes,No,Yes,No,No,0
27,2023-04-02,0.5,1.0,0.2,0.4,8.8,Yes,1,0,Germany,2,Yes,No,Yes,No,No,0
59,2023-04-02,1.0,2.0,0.4,0.8,8.3,Yes,1,0,Germany,2,No,No,No,No,No,0
61,2023-04-02,0.6,1.2,0.2,0.4,8.8,Yes,0,0,Italy,2,Yes,No,No,No,No,0
62,2023-04-02,2.1,4.2,0.3,0.6,8.7,Yes,1,0,Japan,2,Yes,No,Yes,No,No,0
70,2023-04-02,5.7,11.4,1.7,3.4,9.9,Yes,2,1,North Korea,10,Yes,No,No,No,No,1
94,2023-04-02,0.3,0.6,0.5,1.0,8.5,Yes,1,0,Italy,2,Yes,No,No,No,No,0
98,2023-04-02,0.1,0.2,0.4,0.8,8.0,Yes,1,0,France,2,Yes,No,No,No,No,0
119,2023-04-02,2.0,4.0,0.3,0.6,8.7,Yes,0,0,Italy,2,Yes,No,No,No,No,0
125,2023-04-02,2.7,5.4,0.3,0.6,8.3,Yes,1,0,Israel,1,No,No,Yes,No,No,0
130,2023-04-02,2.9,5.8,0.1,0.2,8.5,Yes,1,0,USA,2,Yes,No,No,No,No,0
147,2023-04-02,5.8,11.6,1.7,3.4,9.8,Yes,1,1,North Korea,10,Yes,No,No,No,No,1
166,2023-04-02,0.6,1.2,0.3,0.6,8.9,Yes,1,0,Israel,1,No,No,No,No,No,0
175,2023-04-02,3.0,6.0,0.4,0.8,8.0,Yes,1,0,USA,2,Yes,No,No,No,No,0
188,2023-04-02,2.4,4.8,0.5,1.0,8.2,Yes,1,0,Israel,1,No,No,No,No,No,0
193,2023-04-02,6.1,12.2,1.1,2.2,10.2,Yes,2,1,China,6,Yes,No,No,No,Yes,1
195,2023-04-02,2.8,5.6,0.0,0.0,8.2,No,0,0,Germany,2,Yes,No,Yes,No,No,0
6,2023-04-03,2.5,5.0,0.1,0.2,8.5,Yes,0,0,Israel,1,No,No,No,No,No,0
64,2023-04-03,2.0,4.0,0.1,0.2,8.1,Yes,1,0,Japan,2,Yes,No,No,No,No,0
65,2023-04-03,2.7,5.4,0.1,0.2,8.3,Yes,1,0,Spain,2,Yes,No,No,No,No,0
79,2023-04-03,0.5,1.0,0.1,0.2,8.7,Yes,1,0,UK,2,Yes,No,No,No,No,0
87,2023-04-03,2.7,5.4,0.2,0.4,8.6,Yes,1,0,Spain,2,Yes,No,Yes,No,No,0
99,2023-04-03,1.3,2.6,0.3,0.6,8.7,Yes,0,0,Japan,2,Yes,No,No,No,No,0
109,2023-04-03,2.7,5.4,0.0,0.0,8.9,No,1,0,Germany,2,Yes,No,No,No,No,0
115,2023-04-03,1.7,3.4,0.3,0.6,8.8,Yes,1,0,Italy,2,Yes,No,No,No,No,0
116,2023-04-03,2.7,5.4,0.2,0.4,8.0,Yes,1,0,France,2,Yes,No,No,No,No,0
120,2023-04-03,1.1,2.2,0.0,0.0,8.1,No,0,0,Japan,2,Yes,No,No,No,No,0
129,2023-04-03,2.3,4.6,0.5,1.0,8.2,Yes,0,0,Israel,1,No,No,No,No,No,0
135,2023-04-03,0.4,0.8,0.2,0.4,8.4,Yes,0,0,Spain,2,Yes,No,No,No,No,0
135,2023-04-03,1.6,3.2,0.0,0.0,8.8,No,1,0,Spain,2,Yes,No,No,No,No,0
146,2023-04-03,1.0,2.0,0.4,0.8,8.4,Yes,1,0,Japan,2,Yes,No,No,No,No,0
154,2023-04-03,2.0,4.0,0.2,0.4,8.4,Yes,0,0,Spain,2,Yes,No,No,No,No,0
168,2023-04-03,2.9,5.8,0.2,0.4,8.1,Yes,0,0,Japan,2,Yes,No,No,No,No,0
178,2023-04-03,3.9,7.8,0.8,1.6,8.9,Yes,1,1,Syria,9,Yes,No,No,Yes,No,1
3,2023-04-04,1.7,3.4,0.0,0.0,8.2,No,1,0,France,2,Yes,No,No,No,No,0
83,2023-04-04,2.4,4.8,0.4,0.8,8.4,Yes,0,0,UK,2,Yes,No,No,No,No,0
116,2023-04-04,0.7,1.4,0.2,0.4,8.4,Yes,0,0,Spain,2,Yes,No,No,No,No,0
132,2023-04-04,2.6,5.2,0.3,0.6,8.8,Yes,0,0,Italy,2,Yes,No,No,No,No,0
153,2023-04-04,2.0,4.0,0.2,0.4,8.9,Yes,0,0,Israel,1,Yes,No,No,No,No,0
192,2023-04-04,1.3,2.6,0.4,0.8,8.2,Yes,0,0,France,2,Yes,No,No,No,No,0
14,2023-04-05,2.8,5.6,0.3,0.6,8.4,Yes,0,0,UK,2,Yes,No,No,No,No,0
18,2023-04-05,6.1,12.2,1.6,3.2,10.0,Yes,1,0,North Korea,10,No,No,No,No,No,1
32,2023-04-05,6.0,12.0,2.0,4.0,10.3,Yes,2,1,Iran,9,Yes,No,No,No,No,1
37,2023-04-05,2.6,5.2,0.4,0.8,8.7,Yes,0,0,UK,2,Yes,No,No,No,No,0
41,2023-04-05,0.9,1.8,0.1,0.2,8.5,Yes,1,0,Japan,2,Yes,No,No,No,No,0
55,2023-04-05,0.8,1.6,0.0,0.0,8.2,No,0,0,France,2,Yes,No,No,No,No,0
56,2023-04-05,2.6,5.2,0.2,0.4,8.7,Yes,0,0,Germany,2,Yes,No,Yes,No,No,0
58,2023-04-05,0.8,1.6,0.2,0.4,8.7,Yes,1,0,USA,2,Yes,No,No,No,No,0
78,2023-04-05,0.7,1.4,0.4,0.8,8.5,Yes,0,0,Israel,1,No,No,No,No,No,0
123,2023-04-05,3.5,7.0,0.9,1.8,9.0,Yes,0,0,Ukraine,7,Yes,No,No,No,No,1
127,2023-04-05,1.5,3.0,0.2,0.4,8.6,Yes,1,0,Italy,2,Yes,No,No,No,No,0
149,2023-04-05,2.3,4.6,0.3,0.6,8.1,Yes,1,0,Spain,2,Yes,No,No,No,No,0
181,2023-04-05,1.9,3.8,0.4,0.8,8.6,Yes,0,0,France,2,Yes,No,No,No,No,0
187,2023-04-05,3.0,6.0,0.4,0.8,8.2,Yes,0,0,Germany,2,Yes,No,No,No,No,0
193,2023-04-05,3.0,6.0,0.9,1.8,9.1,Yes,1,0,Iran,9,Yes,No,No,No,Yes,1
197,2023-04-05,1.6,3.2,0.5,1.0,8.1,Yes,1,0,UK,2,Yes,No,No,No,No,0
11,2023-04-06,0.5,1.0,0.5,1.0,8.5,Yes,0,0,Israel,1,No,No,No,No,No,0
13,2023-04-06,0.3,0.6,0.5,1.0,8.1,Yes,0,0,Spain,2,No,No,No,No,No,0
98,2023-04-06,4.9,9.8,0.6,1.2,9.2,Yes,1,1,Syria,9,Yes,No,No,No,No,1
106,2023-04-06,1.6,3.2,0.1,0.2,8.2,Yes,0,0,France,2,No,No,Yes,No,No,0
106,2023-04-06,1.6,3.2,0.0,0.0,8.7,No,1,0,Italy,2,Yes,No,No,No,No,0
112,2023-04-06,2.0,4.0,0.2,0.4,8.1,Yes,0,0,Israel,1,No,No,No,No,No,0
139,2023-04-06,2.9,5.8,0.3,0.6,8.8,Yes,0,0,Germany,2,Yes,No,No,No,No,0
161,2023-04-06,2.9,5.8,0.1,0.2,8.5,Yes,1,0,USA,2,Yes,No,No,No,No,0
161,2023-04-06,5.5,11.0,1.4,2.8,10.3,Yes,1,1,North Korea,10,Yes,No,No,No,Yes,1
183,2023-04-06,1.2,2.4,0.4,0.8,8.2,Yes,0,0,UK,2,No,No,No,No,No,0
199,2023-04-06,0.5,1.0,0.4,0.8,8.8,Yes,0,0,France,2,Yes,No,Yes,No,No,0
21,2023-04-07,1.6,3.2,0.1,0.2,8.3,Yes,0,0,Israel,1,No,No,No,No,No,0
58,2023-04-07,0.7,1.4,0.2,0.4,8.5,Yes,1,0,France,2,Yes,No,No,No,No,0
65,2023-04-07,1.0,2.0,0.3,0.6,8.7,Yes,1,0,Japan,2,Yes,No,No,No,No,0
73,2023-04-07,2.4,4.8,0.2,0.4,8.0,Yes,1,0,UK,2,Yes,No,No,No,No,0
107,2023-04-07,2.0,4.0,0.4,0.8,8.9,Yes,1,0,UK,2,Yes,No,No,No,No,0
119,2023-04-07,1.9,3.8,0.2,0.4,8.9,Yes,0,0,Spain,2,Yes,No,No,No,No,0
122,2023-04-07,1.3,2.6,0.2,0.4,8.4,Yes,1,0,Japan,2,Yes,No,No,No,No,0
156,2023-04-07,1.9,3.8,0.2,0.4,8.1,Yes,0,0,Israel,1,No,No,No,No,No,0
161,2023-04-07,1.0,2.0,0.2,0.4,8.1,Yes,1,0,USA,2,Yes,No,No,No,No,0
176,2023-04-07,0.9,1.8,0.4,0.8,8.0,Yes,0,0,Italy,2,Yes,No,No,No,No,0
180,2023-04-07,2.9,5.8,0.3,0.6,8.8,Yes,1,0,Germany,2,Yes,No,No,No,No,0
181,2023-04-07,0.5,1.0,0.5,1.0,8.6,Yes,0,0,Spain,2,Yes,No,No,No,No,0
191,2023-04-07,1.8,3.6,0.3,0.6,9.0,Yes,1,0,France,2,Yes,No,No,No,No,0
191,2023-04-07,1.4,2.8,0.0,0.0,8.9,No,0,0,Japan,2,Yes,No,No,No,No,0
200,2023-04-07,0.1,0.2,0.5,1.0,8.7,Yes,0,0,France,2,Yes,No,Yes,No,No,0
9,2023-04-08,0.1,0.2,0.3,0.6,8.2,Yes,0,0,USA,2,Yes,No,No,No,No,0
15,2023-04-08,4.9,9.8,0.7,1.4,9.3,Yes,0,0,North Korea,10,Yes,No,No,No,No,1
51,2023-04-08,2.2,4.4,0.2,0.4,8.2,Yes,0,0,Germany,2,Yes,No,Yes,No,No,0
54,2023-04-08,1.5,3.0,0.4,0.8,8.0,Yes,1,0,UK,2,Yes,No,No,No,No,0
58,2023-04-08,1.6,3.2,0.0,0.0,8.2,No,1,0,France,2,Yes,No,No,No,No,0
67,2023-04-08,2.5,5.0,0.3,0.6,8.5,Yes,1,0,UK,2,Yes,No,No,No,No,0
76,2023-04-08,1.2,2.4,0.4,0.8,8.8,Yes,0,0,Japan,2,Yes,No,No,No,No,0
78,2023-04-08,2.0,4.0,0.3,0.6,8.5,Yes,1,0,Germany,2,Yes,No,No,No,No,0
101,2023-04-08,1.4,2.8,0.4,0.8,8.8,Yes,1,0,Italy,2,Yes,No,No,No,No,0
129,2023-04-08,1.8,3.6,0.4,0.8,8.2,Yes,1,0,Italy,2,Yes,No,No,No,No,0
142,2023-04-08,2.9,5.8,0.3,0.6,8.5,Yes,1,0,USA,2,Yes,No,No,No,No,0
142,2023-04-08,1.5,3.0,0.2,0.4,8.3,Yes,0,0,Israel,1,No,No,No,No,No,0
162,2023-04-08,0.1,0.2,0.1,0.2,8.2,Yes,0,0,France,2,Yes,No,No,No,No,0
169,2023-04-08,2.0,4.0,0.5,1.0,8.8,Yes,1,0,USA,2,Yes,No,No,No,No,0
176,2023-04-08,2.6,5.2,0.3,0.6,8.6,Yes,1,0,Japan,2,Yes,No,No,No,No,0
197,2023-04-08,1.3,2.6,0.5,1.0,8.8,Yes,1,0,USA,2,Yes,No,No,No,No,0
18,2023-04-09,2.8,5.6,0.4,0.8,8.3,Yes,1,0,Spain,2,Yes,No,No,No,No,0
29,2023-04-09,4.3,8.6,0.9,1.8,9.0,Yes,1,1,China,6,Yes,Yes,Yes,No,No,1
29,2023-04-09,2.6,5.2,0.2,0.4,8.7,Yes,1,0,France,2,Yes,No,No,No,No,0
38,2023-04-09,2.4,4.8,0.5,1.0,8.8,Yes,1,0,Italy,2,Yes,No,No,No,No,0
51,2023-04-09,1.7,3.4,0.1,0.2,8.7,Yes,1,0,UK,2,Yes,No,No,No,No,0
60,2023-04-09,1.4,2.8,0.3,0.6,8.5,Yes,0,0,Japan,2,Yes,No,No,No,No,0
116,2023-04-09,1.9,3.8,0.4,0.8,8.9,Yes,0,0,USA,2,Yes,No,No,No,No,0
120,2023-04-09,0.5,1.0,0.1,0.2,8.9,Yes,0,0,Germany,2,Yes,No,No,No,No,0
123,2023-04-09,0.4,0.8,0.1,0.2,8.1,Yes,0,0,France,2,Yes,No,No,No,No,0
133,2023-04-09,2.5,5.0,0.2,0.4,8.3,Yes,1,0,Spain,2,Yes,No,No,No,No,0
143,2023-04-09,0.1,0.2,0.2,0.4,8.1,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
162,2023-04-09,6.6,13.2,1.8,3.6,10.0,Yes,2,1,Iran,9,No,No,No,No,No,1
164,2023-04-09,4.2,8.4,0.8,1.6,9.2,Yes,1,1,Iran,9,No,No,No,Yes,Yes,1
174,2023-04-09,1.2,2.4,0.0,0.0,8.6,No,0,0,Italy,2,No,No,No,No,No,0
195,2023-04-09,1.8,3.6,0.4,0.8,8.0,Yes,0,0,Japan,2,Yes,No,Yes,No,No,0
7,2023-04-10,1.3,2.6,0.1,0.2,8.4,Yes,1,0,Spain,2,Yes,No,No,No,No,0
13,2023-04-10,2.3,4.6,0.3,0.6,8.8,Yes,1,0,Japan,2,Yes,No,No,No,No,0
33,2023-04-10,1.3,2.6,0.4,0.8,8.2,Yes,1,0,Italy,2,Yes,No,No,No,No,0
69,2023-04-10,0.2,0.4,0.0,0.0,8.9,No,0,0,Germany,2,No,No,No,No,No,0
92,2023-04-10,2.9,5.8,0.3,0.6,9.0,Yes,0,0,Israel,1,No,No,No,No,No,0
106,2023-04-10,4.9,9.8,0.9,1.8,9.2,Yes,0,1,China,6,No,Yes,No,No,No,1
142,2023-04-10,1.0,2.0,0.1,0.2,9.0,Yes,1,0,Spain,2,Yes,No,No,No,No,0
145,2023-04-10,4.0,8.0,0.8,1.6,9.4,Yes,1,0,Syria,9,Yes,No,No,Yes,Yes,1
158,2023-04-10,2.4,4.8,0.0,0.0,8.1,No,0,0,Spain,2,Yes,No,No,No,No,0
159,2023-04-10,2.5,5.0,0.4,0.8,8.8,Yes,1,0,Japan,2,No,No,No,No,No,0
187,2023-04-10,1.5,3.0,0.2,0.4,8.7,Yes,0,0,Israel,1,No,No,No,No,No,0
187,2023-04-10,2.1,4.2,0.1,0.2,8.2,Yes,1,0,Italy,2,Yes,No,Yes,No,No,0
14,2023-04-11,2.4,4.8,0.0,0.0,8.8,No,0,0,UK,2,Yes,No,No,No,No,0
41,2023-04-11,0.9,1.8,0.5,1.0,8.7,Yes,1,0,Germany,2,Yes,No,No,No,No,0
62,2023-04-11,2.2,4.4,0.0,0.0,8.5,No,1,0,Germany,2,Yes,No,Yes,No,No,0
83,2023-04-11,7.0,14.0,2.0,4.0,9.7,Yes,1,1,Russia,8,Yes,No,No,No,No,1
113,2023-04-11,0.1,0.2,0.1,0.2,8.8,Yes,0,0,Japan,2,Yes,No,No,No,No,0
121,2023-04-11,0.2,0.4,0.3,0.6,8.7,Yes,1,0,Israel,1,No,No,No,No,No,0
125,2023-04-11,2.4,4.8,0.3,0.6,8.6,Yes,1,0,Japan,2,Yes,No,No,No,No,0
167,2023-04-11,1.5,3.0,0.2,0.4,8.3,Yes,1,0,Spain,2,Yes,No,No,No,No,0
170,2023-04-11,0.7,1.4,0.1,0.2,8.2,Yes,1,0,Israel,1,Yes,No,No,No,No,0
187,2023-04-11,1.1,2.2,0.5,1.0,8.1,Yes,0,0,Japan,2,Yes,No,No,No,No,0
34,2023-04-12,2.3,4.6,0.0,0.0,8.0,No,0,0,USA,2,Yes,No,No,No,No,0
36,2023-04-12,1.5,3.0,0.5,1.0,8.4,Yes,0,0,Germany,2,Yes,No,No,No,No,0
52,2023-04-12,0.7,1.4,0.4,0.8,8.1,Yes,0,0,Spain,2,Yes,No,No,No,No,0
58,2023-04-12,1.7,3.4,0.5,1.0,8.0,Yes,1,0,France,2,Yes,No,No,No,No,0
59,2023-04-12,2.2,4.4,0.0,0.0,8.4,No,0,0,France,2,Yes,No,No,No,No,0
65,2023-04-12,6.5,13.0,1.6,3.2,9.8,Yes,1,1,Russia,8,Yes,No,No,Yes,Yes,1
77,2023-04-12,7.5,15.0,2.3,4.6,11.1,Yes,1,2,Russia,8,Yes,No,No,No,No,1
78,2023-04-12,1.4,2.8,0.1,0.2,8.1,Yes,0,0,UK,2,Yes,No,No,No,No,0
89,2023-04-12,5.7,11.4,1.3,2.6,10.3,Yes,2,1,Russia,8,No,No,No,Yes,No,1
89,2023-04-12,2.3,4.6,0.4,0.8,8.3,Yes,0,0,France,2,No,No,No,No,No,0
90,2023-04-12,1.9,3.8,0.3,0.6,8.7,Yes,1,0,USA,2,Yes,No,No,No,No,0
94,2023-04-12,1.7,3.4,0.4,0.8,8.5,Yes,1,0,Israel,1,No,No,No,No,No,0
101,2023-04-12,0.4,0.8,0.4,0.8,8.6,Yes,0,0,Italy,2,No,No,No,No,No,0
109,2023-04-12,2.6,5.2,0.4,0.8,8.7,Yes,0,0,Italy,2,Yes,No,Yes,No,No,0
110,2023-04-12,0.3,0.6,0.1,0.2,8.7,Yes,1,0,Spain,2,Yes,No,No,No,No,0
140,2023-04-12,3.6,7.2,0.6,1.2,9.0,Yes,1,0,Syria,9,No,No,No,No,No,1
175,2023-04-12,1.7,3.4,0.5,1.0,8.1,Yes,0,0,Spain,2,Yes,No,No,No,No,0
194,2023-04-12,0.7,1.4,0.1,0.2,8.9,Yes,1,0,USA,2,Yes,No,No,No,No,0
200,2023-04-12,2.2,4.4,0.1,0.2,8.5,Yes,0,0,USA,2,Yes,No,No,No,No,0
107,2023-04-13,1.5,3.0,0.4,0.8,8.9,Yes,1,0,Israel,1,No,No,No,No,No,0
113,2023-04-13,2.0,4.0,0.2,0.4,8.5,Yes,0,0,Israel,1,No,No,No,No,No,0
128,2023-04-13,0.5,1.0,0.0,0.0,8.2,No,0,0,Italy,2,Yes,No,No,No,No,0
144,2023-04-13,0.2,0.4,0.3,0.6,8.9,Yes,1,0,Japan,2,Yes,No,No,No,No,0
160,2023-04-13,1.6,3.2,0.3,0.6,8.2,Yes,1,0,UK,2,Yes,No,No,No,No,0
164,2023-04-13,1.4,2.8,0.1,0.2,8.9,Yes,0,0,USA,2,Yes,No,No,No,No,0
178,2023-04-13,2.2,4.4,0.3,0.6,8.4,Yes,0,0,France,2,Yes,No,No,No,No,0
185,2023-04-13,3.0,6.0,0.2,0.4,8.4,Yes,0,0,USA,2,Yes,No,No,No,No,0
23,2023-04-14,0.5,1.0,0.2,0.4,8.1,Yes,1,0,Italy,2,No,No,Yes,No,No,0
37,2023-04-14,0.7,1.4,0.0,0.0,8.5,No,1,0,Spain,2,Yes,No,No,No,No,0
40,2023-04-14,2.9,5.8,0.2,0.4,8.2,Yes,0,0,Spain,2,Yes,No,Yes,No,No,0
55,2023-04-14,0.3,0.6,0.3,0.6,9.0,Yes,1,0,UK,2,Yes,No,No,No,No,0
60,2023-04-14,2.3,4.6,0.3,0.6,8.5,Yes,1,0,France,2,Yes,No,No,No,No,0
69,2023-04-14,2.8,5.6,0.4,0.8,8.5,Yes,0,0,Italy,2,Yes,No,No,No,No,0
73,2023-04-14,0.3,0.6,0.1,0.2,8.9,Yes,0,0,France,2,Yes,No,No,No,No,0
75,2023-04-14,2.0,4.0,0.3,0.6,8.3,Yes,0,0,Italy,2,Yes,No,Yes,No,No,0
80,2023-04-14,2.5,5.0,0.5,1.0,9.0,Yes,0,0,USA,2,Yes,No,No,No,No,0
84,2023-04-14,2.1,4.2,0.3,0.6,8.0,Yes,0,0,UK,2,Yes,No,No,No,No,0
88,2023-04-14,2.9,5.8,0.5,1.0,8.4,Yes,1,0,France,2,Yes,No,No,No,No,0
91,2023-04-14,1.1,2.2,0.1,0.2,8.2,Yes,0,0,UK,2,Yes,No,No,No,No,0
105,2023-04-14,2.9,5.8,0.4,0.8,9.0,Yes,1,0,Israel,1,No,No,Yes,No,No,0
108,2023-04-14,0.9,1.8,0.4,0.8,8.4,Yes,0,0,Israel,1,Yes,No,No,No,No,0
130,2023-04-14,2.4,4.8,0.4,0.8,8.2,Yes,1,0,Spain,2,Yes,No,No,No,No,0
145,2023-04-14,0.6,1.2,0.2,0.4,8.6,Yes,0,0,Spain,2,Yes,No,No,No,No,0
156,2023-04-14,0.2,0.4,0.1,0.2,8.3,Yes,1,0,Japan,2,Yes,No,No,No,No,0
168,2023-04-14,1.9,3.8,0.3,0.6,8.8,Yes,0,0,UK,2,Yes,No,Yes,No,No,0
31,2023-04-15,2.8,5.6,0.4,0.8,8.1,Yes,1,0,Spain,2,Yes,No,No,No,No,0
70,2023-04-15,2.5,5.0,0.0,0.0,8.5,No,1,0,Israel,1,Yes,No,No,No,No,0
70,2023-04-15,2.5,5.0,0.3,0.6,8.7,Yes,1,0,Israel,1,No,No,No,No,No,0
78,2023-04-15,0.0,0.0,0.4,0.8,8.9,Yes,1,0,Japan,2,Yes,No,No,No,No,0
118,2023-04-15,1.7,3.4,0.4,0.8,8.7,Yes,1,0,France,2,Yes,No,No,No,No,0
120,2023-04-15,1.1,2.2,0.3,0.6,8.1,Yes,0,0,Spain,2,No,No,No,No,No,0
122,2023-04-15,0.9,1.8,0.4,0.8,8.6,Yes,0,0,France,2,Yes,No,No,No,No,0
124,2023-04-15,2.7,5.4,0.2,0.4,8.3,Yes,1,0,Germany,2,Yes,No,No,No,No,0
125,2023-04-15,1.8,3.6,0.4,0.8,8.9,Yes,0,0,France,2,Yes,No,No,No,No,0
135,2023-04-15,2.6,5.2,0.3,0.6,8.5,Yes,1,0,Germany,2,Yes,No,No,No,No,0
143,2023-04-15,0.5,1.0,0.3,0.6,8.3,Yes,0,0,Israel,1,No,No,No,No,No,0
148,2023-04-15,0.9,1.8,0.2,0.4,8.2,Yes,1,0,Israel,1,No,No,No,No,No,0
155,2023-04-15,2.6,5.2,0.1,0.2,9.0,Yes,0,0,USA,2,Yes,No,No,No,No,0
160,2023-04-15,1.3,2.6,0.0,0.0,8.1,No,0,0,France,2,Yes,No,No,No,No,0
165,2023-04-15,0.3,0.6,0.5,1.0,8.7,Yes,1,0,Spain,2,Yes,No,No,No,No,0
190,2023-04-15,0.8,1.6,0.4,0.8,8.2,Yes,0,0,USA,2,Yes,No,No,No,No,0
9,2023-04-16,2.7,5.4,0.3,0.6,8.7,Yes,1,0,UK,2,Yes,No,No,No,No,0
21,2023-04-16,2.6,5.2,0.4,0.8,8.9,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
34,2023-04-16,1.8,3.6,0.0,0.0,8.5,No,1,0,UK,2,Yes,No,No,No,No,0
39,2023-04-16,2.7,5.4,0.0,0.0,8.1,No,0,0,UK,2,No,No,No,No,No,0
84,2023-04-16,1.1,2.2,0.2,0.4,8.6,Yes,1,0,Spain,2,Yes,No,Yes,No,No,0
94,2023-04-16,0.1,0.2,0.1,0.2,8.9,Yes,0,0,Germany,2,Yes,No,No,No,No,0
100,2023-04-16,1.8,3.6,0.1,0.2,8.1,Yes,0,0,Italy,2,Yes,No,No,No,No,0
145,2023-04-16,2.9,5.8,0.2,0.4,8.0,Yes,0,0,Italy,2,Yes,No,No,No,No,0
145,2023-04-16,0.7,1.4,0.4,0.8,8.5,Yes,1,0,UK,2,Yes,No,No,No,No,0
156,2023-04-16,2.1,4.2,0.1,0.2,8.2,Yes,0,0,UK,2,No,No,No,No,No,0
156,2023-04-16,1.2,2.4,0.4,0.8,8.4,Yes,1,0,Germany,2,Yes,No,No,No,No,0
175,2023-04-16,0.5,1.0,0.3,0.6,9.0,Yes,0,0,Israel,1,No,No,No,No,No,0
184,2023-04-16,2.2,4.4,0.1,0.2,8.3,Yes,0,0,Spain,2,Yes,No,No,No,No,0
186,2023-04-16,1.4,2.8,0.3,0.6,8.4,Yes,1,0,Spain,2,Yes,No,No,No,No,0
192,2023-04-16,1.3,2.6,0.3,0.6,8.1,Yes,1,0,Italy,2,No,No,No,No,No,0
2,2023-04-17,2.9,5.8,0.4,0.8,8.7,Yes,1,0,France,2,Yes,No,No,No,No,0
6,2023-04-17,2.4,4.8,0.3,0.6,8.8,Yes,1,0,USA,2,Yes,No,No,No,No,0
16,2023-04-17,1.8,3.6,0.4,0.8,8.3,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
48,2023-04-17,2.5,5.0,0.2,0.4,8.4,Yes,1,0,Italy,2,Yes,No,No,No,No,0
62,2023-04-17,2.0,4.0,0.4,0.8,8.2,Yes,0,0,Spain,2,Yes,No,No,No,No,0
77,2023-04-17,1.0,2.0,0.3,0.6,8.7,Yes,1,0,Spain,2,Yes,No,No,No,No,0
102,2023-04-17,0.7,1.4,0.5,1.0,9.0,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
106,2023-04-17,3.7,7.4,0.6,1.2,9.0,Yes,0,0,North Korea,10,Yes,Yes,No,No,No,1
116,2023-04-17,1.2,2.4,0.3,0.6,8.2,Yes,1,0,France,2,Yes,No,No,No,No,0
132,2023-04-17,5.4,10.8,1.8,3.6,10.4,Yes,1,0,Russia,8,Yes,No,No,Yes,No,1
134,2023-04-17,2.5,5.0,0.1,0.2,8.9,Yes,1,0,Italy,2,Yes,No,No,No,No,0
139,2023-04-17,2.2,4.4,0.4,0.8,8.6,Yes,0,0,France,2,Yes,No,Yes,No,No,0
145,2023-04-17,2.1,4.2,0.1,0.2,8.1,Yes,0,0,France,2,Yes,No,No,No,No,0
156,2023-04-17,5.6,11.2,1.1,2.2,9.8,Yes,1,1,Syria,9,Yes,No,No,No,No,1
158,2023-04-17,4.7,9.4,1.0,2.0,9.4,Yes,0,0,Iran,9,Yes,No,Yes,No,No,1
161,2023-04-17,1.6,3.2,0.3,0.6,8.4,Yes,0,0,USA,2,Yes,No,No,No,No,0
10,2023-04-18,3.9,7.8,0.8,1.6,9.2,Yes,1,0,Russia,8,Yes,Yes,No,No,No,1
13,2023-04-18,0.5,1.0,0.2,0.4,8.7,Yes,1,0,Israel,1,No,No,No,No,No,0
